整合編號,食品分類,樣品名稱,俗名,樣品英文名稱,品名描述,廢棄率(%),熱量-成分值(kcal),修正熱量-成分值(kcal),水分-成分值(g),粗蛋白-成分值(g),粗脂肪-成分值(g),飽和脂肪-成分值(g),灰分-成分值(g),總碳水化合物-成分值(g),膳食纖維-成分值(g),糖質總量-成分值(g),葡萄糖-成分值(g),果糖-成分值(g),半乳糖-成分值(g),麥芽糖-成分值(g),蔗糖-成分值(g),乳糖-成分值(g),鈉-成分值(mg),鉀-成分值(mg),鈣-成分值(mg),鎂-成分值(mg),鐵-成分值(mg),鋅-成分值(mg),磷-成分值(mg),銅-成分值(ug),維生素A總量(IU)-成分值(I.U.),視網醇當量(RE)-成分值(ug),α-胡蘿蔔素-成分值(ug),β-胡蘿蔔素-成分值(ug),視網醇-成分值(ug),α-維生素E當量(α-TE)-成分值(mg),維生素E總量-成分值(mg),α-生育醇-成分值(mg),β-生育醇-成分值(mg),γ-生育醇-成分值(mg),δ-生育醇-成分值(mg),維生素B1-成分值(mg),維生素B2-成分值(mg),菸鹼素-成分值(mg),維生素B6-成分值(mg),維生素B12-成分值(ug),葉酸-成分值(ug),維生素C-成分值(mg),脂肪酸S總量-成分值(%),酪酸(4:0)-成分值(%),己酸(6:0)-成分值(%),辛酸(8:0)-成分值(%),癸酸(10:0)-成分值(%),月桂酸(12:0)-成分值(%),十三酸(13:0)-成分值(%),肉豆蔻酸(14:0)-成分值(%),十五酸(15:0)-成分值(%),棕櫚酸(16:0)-成分值(%),十七酸(17:0)-成分值(%),硬脂酸(18:0)-成分值(%),十九酸(19:0)-成分值(%),花生酸(20:0)-成分值(%),山酸(22:0)-成分值(%),廿四酸(24:0)-成分值(%),脂肪酸M總量-成分值(%),肉豆蔻烯酸(14:1)-成分值(%),棕櫚烯酸(16:1)-成分值(%),油酸(18:1)-成分值(%),鱈烯酸(20:1)-成分值(%),芥子酸(22:1)-成分值(%),脂肪酸P總量-成分值(%),亞麻油酸(18:2)-成分值(%),次亞麻油酸(18:3)-成分值(%),十八碳四烯酸(18:4)-成分值(%),花生油酸(20:4)-成分值(%),廿碳五烯酸(20:5)-成分值(%),廿二碳五烯酸(22:5)-成分值(%),廿二碳六烯酸(22:6)-成分值(%),其他脂肪酸-成分值(%),反式脂肪-成分值(mg),水解胺基酸總量-成分值(mg),天門冬胺酸(Asp)-成分值(mg),酥胺酸(Thr)-成分值(mg),絲胺酸(Ser)-成分值(mg),麩胺酸(Glu)-成分值(mg),脯胺酸(Pro)-成分值(mg),甘胺酸(Gly)-成分值(mg),丙胺酸(Ala)-成分值(mg),胱胺酸(Cys)-成分值(mg),纈胺酸(Val)-成分值(mg),甲硫胺酸(Met)-成分值(mg),異白胺酸(Ile)-成分值(mg),白胺酸(Leu)-成分值(mg),酪胺酸(Tyr)-成分值(mg),苯丙胺酸(Phe)-成分值(mg),離胺酸(Lys)-成分值(mg),組胺酸(His)-成分值(mg),精胺酸(Arg)-成分值(mg),色胺酸(Trp)-成分值(mg),膽固醇-成分值(mg),酒精含量-成分值(g)
J15602,魚貝類,銀鯧(3月),"白鯧,正鯧,銀鯧,支子",Silver pomfret; White pomfret,03月,55,119.6677,119.6677,75.789,17.554,4.957,2.3093,0.9668,0.7332,,,,,,,,,64.8165,301.6065,8.4426,24.8692,0.2843,0.4347,179.9027,,281.0639,84.32,,,84.32,0.352,0.37,0.35,0,0.02,0,0.009,0.048,3.203,0.1595,0.79,25.1,1.508,46.5867,0,0,0,0,0,0,5.5287,0.5985,30.7317,0.7961,7.7033,0.2502,0.7053,0.2729,0,37.4756,0,4.8195,29.6513,1.5968,1.408,15.9366,0.5697,0.4035,0.1822,1.3271,2.9588,1.9518,8.5435,,,17748.048,1853.003,823.607,756.074,2896.321,593.456,865.73,1116.342,145.679,920.48,580.489,872.031,1526.302,700.366,713.374,1513.254,459.949,1148.574,263.017,60.577,
J15603,魚貝類,銀鯧(5月),"白鯧,正鯧,銀鯧,支子",Silver pomfret; White pomfret,05月,60,105.1714,105.1714,78.7,16.375,3.908,1.9668,1.5348,0,,,,,,,,,344.6811,333.7566,12.4588,34.6078,0.7163,0.4178,196.8788,,262.6307,78.79,,,78.79,0.461,0.47,0.46,0,0.01,0,0.131,0.035,3.269,0.128,0.79,10.58,1.119,50.3288,0,0,0,0,0.0712,0,6.9798,0.7861,30.8629,0.9985,8.8742,0.3213,0.8865,0.411,0.1373,36.7693,0,5.528,26.092,2.61,2.5393,12.9007,0.5584,0.3475,0.1842,1.7127,2.4342,1.9801,5.6836,,,17812.262,1845.531,818.667,772.252,2979.956,556.826,782.209,1068.621,175.698,916.631,585.431,866.946,1505.709,706.183,714.82,1576.949,478.895,1134.143,326.795,45.93,
J15604,魚貝類,銀鯧(8月),"白鯧,正鯧,銀鯧,支子",Silver pomfret; White pomfret,08月,57.3,101.3781,101.3781,75.908,17.692,2.864,1.607,1.978,1.558,,,,,,,,,646.9127,226.5329,9.805,25.2318,0,0.4155,180.1255,,154.6251,46.388,,,46.388,0.27,0.27,0.27,0,0,0,0.158,0.032,2.319,0.213,0.86,22.53,0.708,56.1105,0,0,0,0,0.0811,0.0639,6.689,1.15,35.0027,1.3945,9.9411,0.4406,0.9643,0.3833,0,26.4678,0.049,3.8737,19.5541,2.1421,0.8489,17.1491,0.5964,0.2843,0.1713,2.6733,2.8634,2.9677,7.5927,,,16934.804,1794.092,795.433,724.702,2829.346,574.566,824.666,1035.558,164.256,857.094,534.654,812.339,1457.155,663.123,700.696,1401.291,450.028,1059.759,256.046,55.7,
J15605,魚貝類,銀鯧(12月),"白鯧,正鯧,銀鯧,支子",Silver pomfret; White pomfret,12月,52,126.1206,126.1206,74.91,19.08,4.95,2.5897,0.8734,0.1866,,,,,,,,,93.163,300.661,14.217,32.996,0.9478,0.4571,192.168,,243.9976,73.2,,,73.2,0.7065,0.72,0.705,0,0.015,0,0.024,0.025,3.063,0.17,0.94,5.02,1.376,52.3174,0,0,0,0,0,0,6.3977,0.1313,34.8216,0.7846,8.8403,0,0.9098,0.4321,0,30.9185,0,4.6959,20.7488,3.6486,1.8252,16.7633,0.5132,0.2428,0.1467,1.9181,2.5852,2.4729,8.8844,,,18397.8922,1899.7518,866.1399,802.3516,3089.0057,603.3854,873.8786,1155.288,153.3049,949.8935,568.9183,933.0839,1625.8466,727.8696,741.382,1579.1333,420.1312,1144.851,263.6769,74.265,
J15701,魚貝類,銀鯧(含皮),"白鯧,正鯧,銀鯧,支子",Silver pomfret; White pomfret,,43,132.17,132.17,75.2,16.8,6.7,2.615,1.1,0.2,,,,,,,,,315,183,8,35,0.3,0.6,107,,46.6662,14,,,14,0.508,0.55,0.49,0.04,0.02,0,0.01,0.14,1.7,0.074,1.9,16,0,39.03,0,0,0,0,0,0,4.28,0.72,26.12,0.64,6.7,0,0.42,0.15,0,44.02,0,5.85,32.76,2.54,2.87,16.96,0.51,0.4,0.27,1.65,3.51,2.32,8.3,,,15168,1528,655,615,2422,567,664,903,311,746,516,741,1298,574,605,1440,342,1087,154,65.6,
J15801,魚貝類,斑鱧,"鮕鮘,雷魚,南鱧,臺灣雷魚,臺灣魚虎",Snakehead ,,61,118.731,118.731,76.3,18.3,4.5,1.1966,1.3,0,,,,,,,,,54,363,8,27,0.7,0.6,186,,13.3332,4,,,4,0.072,0.09,0.07,0,0.02,0,0.05,0.15,3.2,0.209,2.58,2,0,26.59,0,3.08,0,0,0,0,0.85,0,17.75,0,4.77,0,0.14,0,0,49.46,0,3.73,44.21,1.4,0.12,23.96,20.84,0.54,0,1.13,0,0.45,1,,,17964,1887,822,761,2771,643,935,1109,401,847,529,789,1446,638,797,1745,471,1195,178,70.1,
J15901,魚貝類,大口鰜切片(含皮),"咬龍狗,左口,扁魚,皇帝魚,比目魚,咬網狗/肉瞇仔(澎湖)",Queensland halibut; Tropical halibut; Adalah; False halibut; Indian spiny turbot; Indian halibut ,,39,166.499,166.499,74.1,14.7,11.5,2.3863,1.1,0,,,,,,,,,93,328,7,26,0.2,0.3,215,,49.9995,15,,,15,0.84,0.84,0.84,0,0,0,0.06,0.06,1.1,0.052,0.67,0,1.1,20.75,0,2.21,0,0,0.03,0,2.98,0.25,10.31,0.12,2.37,0,0.17,0,2.31,73.14,0,8.75,25.35,21.43,17.61,6.11,0.62,0.17,0.39,0.68,2.22,0.77,1.26,,,15891,1648,748,706,2631,561,635,922,339,783,486,704,1318,611,604,1539,381,1106,169,23.1,
J16001,魚貝類,鰈魚切片,大比目魚(扁鱈),,,27.9,190.2958,190.2958,70.19,13.203,14.8469,3.2557,0.9931,0.767,,,,,,,,,80.3894,285.7359,17.3447,23.8559,0.3653,0.5268,166.2706,,69.631,20.8895,,,20.8895,1.562,1.565,1.56,0.005,0,0,0.047,0.05,1.0625,0.0915,0.904,5.377,0.968,21.9285,0,0,0,0,0.0295,0,5.0525,0.143,13.657,0.549,2.337,0,0.1605,0,0,65.938,0.069,13.251,26.311,17.538,8.769,12.184,1.07,0.3685,0.412,0.4715,5.192,0.89,3.78,,,10514.625,1080.2505,496.4275,485.191,1682.531,389.289,484.616,610.8675,137.491,530.5475,370.4055,447.7145,843.7035,391.1565,397.397,1014.649,321.209,698.5215,132.6575,60.355,
J16101,魚貝類,雙線鬚鰨,"牛舌,龍舌,扁魚,皇帝魚,比目魚",Patterned tongue-sole; Doublelined tonguesole; Double-lined tongue sole; Fingerlip tonguesole; Fringelip tonguefish ,,48,92.189,92.189,77.7,19.9,0.8,0.3355,1.3,0.3,,,,,,,,,63,384,24,30,0.3,0.4,198,,26.6664,8,,,8,0.49,0.49,0.49,0,0,0,0.16,0.04,0.6,0.227,0.05,0,0.9,41.94,0,0.13,0,0,0,0,5.11,0.82,27.6,1.09,6.1,0,0.51,0.44,0.14,25.56,0,9.17,13.84,2.05,0.5,32.49,1.04,0.32,0.59,4.7,5.48,7.44,12.92,,,21423,2163,955,920,3325,1004,1365,1399,352,994,629,921,1719,744,843,1828,474,1524,264,51,
J16201,魚貝類,單角革單棘魨(去皮),"白達仔,一角剝,薄葉剝,光復魚,剝皮魚,狄仔魚(興達),掃帚",Rough leatherjacket; Unicorn leatherjacket; Unicorn leather jacket; Unicorn filefish; Triggerfish; Batfish; Filefish ,,37.3,78.6532,78.6532,81.917,17.158,0.5974,0.2149,0.8993,0,,0.142,0,0,,0,0.142,0,181.179,138.151,11.194,20.824,1.106,0.461,122.849,,4.26,1.278,,,1.278,0.8353,0.856,0.833,0,0.023,0,0.028,0.0624,2.6013,0.422,1.436,5.191,0.448,35.971,0,0,0,0,0,0,0,0,19.337,0,15.943,0,0.315,0.376,0,15.752,0,0,15.752,0,0,46.903,1.451,0.56,0,14.12,2.906,2.36,25.506,1.375,,15642.392,1573.08,727.357,635.489,2447.076,592.18,743.32,988.774,74.566,821.956,442.516,742.717,1310.495,582.745,623.542,1591.259,687.513,1005.802,52.005,46.414,
J16301,魚貝類,單角革單棘魨(含皮),"白達仔,一角剝,薄葉剝,光復魚,剝皮魚,狄仔魚(興達),掃帚",Rough leatherjacket; Unicorn leatherjacket; Unicorn leather jacket; Unicorn filefish; Triggerfish; Batfish; Filefish ,,57,76.433,76.433,81.3,17.9,0,0,0.9,0,,,,,,,,,87,306,4,22,0.5,0.3,160,,13.3332,4,,,4,0.82,0.82,0.82,0,0,0,0.03,0.06,9.3,0.186,0.76,4,0,28.98,0,0,0,0,0,0,0.37,0.51,18.37,1.02,8.31,0.4,0,0,0,15.39,0,0.91,13.86,0.62,0,55.64,0.66,0,0,10.39,4.98,6.48,33.13,,,17666,1748,805,694,2774,615,704,1057,367,921,623,870,1532,688,725,1669,416,1241,217,38.7,
J16401,魚貝類,克氏兔頭魨,"鯖河魨,煙仔規,黃魚規,烏魚規,青皮魚規,金紙規,規仔,金規(澎湖)",Blowfish ,,70,76.908,76.908,80.8,17.8,0.1,0.0318,1.3,0,,,,,,,,,134,354,6,29,0.5,1.2,203,,19.9998,6,,,6,0.44,0.44,0.44,0,0,0,0.01,0.07,3.2,0.854,1.04,6,0.5,31.84,0,0,0,0,0,0,1.42,0,17.78,0.56,11.5,0,0.37,0.08,0.13,15.18,0,2.09,12.28,0.81,0,52.98,0.96,0.14,0.08,6.11,3.17,9.39,33.13,,,17626,1835,847,744,2883,676,809,1120,482,977,582,909,1549,702,766,1776,482,157,330,54.1,
J16501,魚貝類,翻車魨腹肉,"翻車魚,蜇魴,蜇魚,海蟲(澎湖),曼波(成功) ",Ocean sunfish; Sun-fish; Sunfish; Headfish; Giant sunfish; Moonfish; Mola ocean sunfish ,腹肉,,47.4541,47.4541,88.539,10.208,0.4286,0.2654,0.1324,0.692,,0,0,0,,0,0,0,52.385,0.69,20.933,6.665,0.237,0.985,12.229,,0,0,,,0,0.086,0.086,0.086,0,0,0,0.011,0.0044,0.0387,0.006,0.007,3.386,0,61.923,0,0,0,0,0,0,0,0.7,27.472,1.701,29.011,0,0.51,1.009,1.52,23.529,0,0.416,22.598,0.259,0.256,7.702,4.244,0.45,0,0,0.19,2.607,0.211,6.845,,13149.542,473.683,254.658,297.121,847.11,1611.903,2970.093,2022.023,90.135,1344.91,11.401,406.108,953.744,227.746,697.072,294.259,80.453,516.78,50.343,65.742,
J16601,魚貝類,犬牙南極魚切片,"南極鱈,美露鱈,黑狗鱈,智利海鱸(圓鱈)",Antarctic toothfish或Patagonian toothfish,,19.9,281.8263,281.8263,63.6665,12.1075,25.513,6.1897,0.9581,0,,0,0,0,,0,0,0,79.0315,249.022,5.341,19.0015,0,0.491,133.113,,4306.1619,1291.8615,,,1291.8615,3.7898,3.8375,3.7815,0.009,0.047,0,0.031,0.0437,2.6112,0.0595,0.335,7.996,0.514,24.261,0,0,0,0,0.025,0,6.836,0.339,13.6985,0.1825,3.058,0,0.122,0,0,62.708,0.411,12.1985,44.158,5.1445,0.796,11.571,1.792,0.825,0.415,0.395,4.9405,0.1745,3.029,1.4595,,12145.1715,1276.9635,579.303,524.663,1974.657,394.42,535.328,765.223,151.942,644.9095,414.5875,572.3265,1053.269,462.552,485.96,1173.9385,333.995,762.317,38.817,60.55,
J16701,魚貝類,低眼無齒芒魚片(芒加魚邊),,,,,75.6232,75.6232,83.4,14.171,1.6755,0.7628,1.1717,0,,0,0,0,,0,0,0,285.2563,200.7043,8.3753,18.969,0.063,0.4303,170.0227,,0.9933,0.298,,,0.298,0.2523,0.2887,0.246,0.007,0.0347,0.001,0.045,0.0393,1.5127,0.1227,0.2327,7.996,0.7037,45.5264,0,0,0,0,1.0897,0,4.6757,0.14,29.904,0.1297,9.292,0,0.1933,0.0657,0.0363,42.6687,0,1.1197,39.9291,1.4595,0.1604,10.6283,7.5113,0.673,0,0.8065,0.2861,0.3395,1.0119,1.1764,,13430.3802,1371.531,621.5197,534.299,2206.1,504.0367,637.75,797.085,189.3157,679.9837,354.8343,653.1477,1125.6373,495.278,548.9827,1371.1367,435.301,858.4497,45.992,38.4037,
J16801,魚貝類,秋刀魚,"竹刀魚,山瑪魚",Pacific saury,,48,313.894,313.894,54.3,18.8,25.9,6.3455,1,0,,,,,,,,,55,236,11,23,0.9,0.4,182,,43.3329,13,,,13,0.73,0.73,0.73,0,0,0,0.01,0.28,7.4,0.261,7.44,,0.1,24.5,0,0,0,0,0,0,8.12,0.71,12.4,1.13,1.85,0,0.29,0,0,46.76,0,2.98,5.98,17.3,20.5,28.77,1.8,1.79,6.06,0,6.43,1.49,11.2,,,19106,1815,858,752,2622,701,885,1101,338,935,613,865,1569,697,758,1650,1341,1274,332,43,
J16901,魚貝類,翻車魨魚皮,"翻車魚,蜇魴,蜇魚,海蟲(澎湖),曼波(成功) ",Ocean sunfish; Sun-fish; Sunfish; Headfish; Giant sunfish; Moonfish; Mola ocean sunfish ,,,59.1003,59.1003,92.95,13.724,0.0553,0.0156,0.7399,0,,0,0,0,,0,0,0,241.551,12.348,8.915,2.7,0,0,5.746,,16.9165,5.075,,,5.075,0.022,0.022,0.022,0,0,0,0.008,0.0001,0,0.005,0.089,5.836,0.155,28.293,0,0,0,0,0,0,1.567,0,14.421,0.731,11.574,0,0,0,0,32.186,0,1.503,29.101,0,1.582,39.519,18.354,2.094,0,0,11.223,1.922,5.926,0,,9986.364,661.124,330.148,413.641,1054.15,1268.857,2224.628,1186.975,13.468,299.185,186.747,188.253,298.209,71.189,249.987,427.078,143.799,959.141,9.785,24.061,
J17001,魚貝類,鯛魚下巴,鯛魚喉,Tilapia chin,,57.4,245.0598,245.0598,65.474,16.052,19.5696,5.2599,0.8205,0,,0,0,0,,0,0,0,38.419,223.961,62.022,21.78,0.231,0.633,143.785,,36.7696,11.031,,,11.031,3.204,4.134,3.051,0.149,0.934,0,0.02,0.053,2.1096,0.144,1.984,19.254,0.725,26.878,0,0,0,0.038,1.024,0,2.698,0.147,18.261,0.159,4.051,0,0.243,0.11,0.147,43.254,0,3.823,37.663,1.619,0.149,27.435,22.227,2.899,0.077,1.247,0.051,0.368,0.566,2.435,,17274.726,1850.207,796.288,682.904,2855.413,599.761,821.512,1107.255,179.542,889.414,329.728,848.025,1482.943,630.311,791.097,1775.458,580.504,1054.364,0,97.627,
J17101,魚貝類,鯊魚皮,,Shark skin,,,58.2338,58.2338,88.8465,13.467,0.0809,,0.1574,0,,0,0,0,,0,0,0,220.5925,2.1075,1019.5235,7.603,1.049,0.605,542.1895,,2.5616,0.7685,,,0.7685,0.03,0.03,0.03,0,0,0,0.0035,0.0018,0.043,0.135,0.452,2.1835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8990.7661,573.64,290.3,308.88,1071.49,985.63,1845.14,862.49,163.6861,322.93,197.03,266.05,416.16,124.64,235.72,430.27,122.85,757.03,16.83,47.0125,
J17201,魚貝類,油魚卵(加工),油魚子,Escolar roe,加工,,445.3866,445.3866,26.519,46.627,27.3048,5.6373,3.5289,0,,0,0,0,,0,0,0,687.732,464.883,9.926,32.41,1.49,9.367,1103.452,,618.9105,185.675,,,185.675,10.266,10.266,10.266,0,0,0,0.317,0.6614,3.9368,0.585,22.166,52.845,0,20.646,0,0,0,0,0,0,1.02,0.312,16.058,0.343,2.913,0,0,0,0,49.524,0,3.796,44.485,1.178,0.065,28.789,1.18,0.191,0,2.924,2.598,2.096,19.8,1.042,,42633.003,3232.71,2149.4,2333.573,5565.938,2282.113,1791.879,3476.57,416.593,2692.388,1182.655,2506.986,3850.559,1771.329,2158.711,3311.482,1763.489,2146.628,0,1267.408,
J17301,魚貝類,圓鱈魚卵(加工),,Toothfish roe,,,84.3522,84.3522,79.804,11.221,4.389,1.2908,4.5942,0,,,,,,,,,1677.1049,74.5516,5.997,3.3606,0.3796,1.8517,87.3976,,33.423,10.027,,,10.027,1.205,1.25,1.2,0,0.05,0,0.011,0.29,0.511,0.0581,5.87,27.32,0,29.41,0,0,0,0,0,0,2.02,0.52,22.23,0.53,4.11,0,0,0,0,19.14,0,1.94,13.77,2.58,0.85,50.89,1.03,0.69,0.83,2.21,18.13,3.25,24.75,,,10581.921,1024.921,594.019,640.25,1371.492,555.728,397.765,599.347,241.82,708.64,273.255,624.701,949.478,501.149,473.113,614.559,335.698,527.185,148.801,191.65,
J17401,魚貝類,鮸魚卵(加工),,Brown croaker roe,,,184.0934,184.0934,61.632,21.856,10.063,2.3739,2.8445,3.6045,,,,,,,,,150.4896,221.4831,40.5541,13.195,1.4953,2.8932,343.6259,,85.8491,25.755,,,25.755,0.59,0.59,0.59,0,0,0,0.114,0.323,0.973,0.2452,8.91,34.8,0,23.59,0,0,0,0,0.04,0,3.17,0.5,17.58,0.21,2.09,0,0,0,0,45.54,0.07,6.76,34.99,3.52,0.2,28.99,1.2,0.48,3.21,2.22,6.78,1.49,13.61,,,19855.304,1680.488,1050.238,1219.355,2595.039,1049.267,678.449,1487.224,280.899,1156.482,581.015,1102.044,1863.454,890.964,913.632,1499.578,517.816,1121.19,168.17,643.11,
J17501,魚貝類,鯔魚卵,烏魚卵,Common mullet egg; Flathead mullet egg; Grey mullet egg; Striped mullet egg,,,256.0665,256.0665,53.14,26.318,15.93,2.5908,1.4176,3.1944,,,,,,,,,72.954,158.979,5.1883,10.4968,4.1115,4.7073,447.9768,,1066.9893,320.1,,,320.1,10.35,10.35,10.35,0,0,0,0.016,0.634,2.758,0.3,21.76,41.06,16.545,16.2639,0,0,0,0,0,0,1.7622,0,11.5681,0.2708,2.6628,0,0,0,0,59.0156,0,23.3128,35.2415,0.4613,0,24.7198,0.5442,0.4812,0.6449,1.996,6.2126,3.5712,11.2697,,,26253.1766,1929.264,1244.4037,1564.849,3426.7746,1915.814,1004.5924,2177.4327,342.1298,1580.7263,696.6753,1460.1341,2334.1817,1306.0758,1233.4552,1585.5162,631.0181,1557.8464,262.2873,619.091,
J17502,魚貝類,鯔魚卵(加工),"烏魚卵,烏魚子",Mullet roe,加工,,232.5326,232.5326,32.7275,36.581,8.4625,2.0281,3.5328,18.6962,,,,,,,,,1193.592,254.3666,6.4846,22.0681,2.3588,7.4881,593.2211,,746.2425,223.875,,,223.875,7.305,7.395,7.3,0,0.045,0.05,0.046,1.9065,3.155,0.1455,36.32,53.725,8.0865,23.9653,0,3.115,0,0,0,0,2.1872,1.1177,13.8293,0.6489,2.4056,0.6616,0,0,0,36.1344,0,22.2846,13.3167,0.5331,0,39.9003,2.4656,1.8734,1.8397,5.1832,7.8185,7.234,13.4859,,,31892.6265,2349.93,1449.573,1752.653,4164.875,2509.0725,1173.9285,2488.925,723.776,1877.515,814.509,1641.8145,2659.9525,1561.8185,1471.223,2051.676,786.8315,2108.9735,305.58,658.57,
J17601,魚貝類,鰆魚卵,土魠魚卵,Barred Spanish mackerel egg; King mackerel egg; Narrowbarred spanish mackerel egg,,,192.5105,192.5105,64.535,23.496,10.2198,2.9494,1.5042,0.245,,0,0,0,,0,0,0,89.001,254.245,6.38,15.635,1.393,6.36,419.009,,959.2137,287.767,,,287.767,3.22,3.22,3.22,0,0,0,0.271,0.5367,3.0513,0.232,11.339,38.603,9.684,28.86,0,0,0,0,0,0,1.733,0.501,18.872,0.728,6.71,0.122,0.194,0,0,34.155,0,6.363,27.301,0.491,0,34.708,1.296,0.745,0.832,2.894,4.436,1.859,22.646,2.276,,22456.696,1748.323,1069.383,1317.15,3072.021,1324.308,904.797,1611.799,334.67,1294.435,547.905,1207.216,2017.827,1134.666,955.501,1639.46,567.854,1432.831,276.55,659.029,
J17701,魚貝類,鰹魚卵,,Bonito egg; Skipjack egg; Skipjack tuna egg,,,183.6889,183.6889,66.16,21.493,10.19,2.9467,1.5172,0.6398,,,,,,,,,128.81,258.56,8.48,14.24,1.837,4.177,325.73,,293.0637,87.92,,,87.92,3.014,3.05,3.01,0,0.04,0,0.259,0.418,0.804,0.196,10.03,34.22,0,28.9176,0,0,0,0,0,0,3.2176,0.3188,21.8885,0.2687,3.224,0,0,0,0,40.3516,0,9.6723,27.8804,1.9129,0.886,30.73,13.4806,1.6082,0.6415,1.36,4.7527,1.5473,7.3397,,,18920.6276,1486.0811,963.1942,1160.0786,2461.9732,1026.3576,639.4498,1438.1553,202.2518,1129.9526,579.4809,1044.3557,1784.8332,812.9822,841.2272,1579.2586,473.0451,1114.708,183.2425,656.705,
J17801,魚貝類,鮟鱇魚肝,,Blackmouth angler liver,,,135.8266,135.8266,74.798,13.617,8.6122,3.1521,1.0589,1.9139,,0.858,0.858,0,,0,0,0,188.375,168.568,13.388,24.102,1.821,3.041,114.943,,13734.5627,4120.41,,,4120.41,0.43,0.43,0.43,0,0,0,0.07,0.3212,1.6044,0.103,49.424,112.013,0.741,36.6,0,0,0,0,0,0,2.92,0.74,23.65,0.93,7.64,0,0,0.3,0.42,31.98,0.13,9.58,19.78,2.18,0.31,26.56,1.37,0.5,0,0.59,3.77,3.06,17.27,4.84,,11492.535,1030.415,504.601,552.621,1492.596,745.706,1520.33,1020.198,87.215,534.424,294.038,418.737,759.806,230.352,487.107,767.86,249.813,744.036,52.68,436.372,
J17901,魚貝類,旗魚肚,,Marlin stomach or Sailfish stomach or Spearfish stomach,,,99.4642,99.4642,73.76,22.491,0.38,,0.475,2.894,,,,,,,,,291.62,230.17,35.59,52.21,3.01,2.534,215,,16.3998,4.92,,,4.92,0.52,0.52,0.52,0,0,0,0.03,0.099,0.511,0.0637,0.92,27.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23353,2179,1058,1061,3068,1382,3079,1805,372,1004,289,939,1519,720,880,1440,469,1905,184,346.936,
J18001,魚貝類,鮪魚肚,,Tuna stomach,,,105.788,105.788,75.823,23.352,0.6735,0.2781,0.4654,0,,0,0,0,,0,0,0,35.4693,17.6636,23.4939,19.3217,4.7694,3.6759,94.3428,,20.6265,6.188,,,6.188,0.4785,0.4785,0.4785,0,0,0,0.0195,0.0923,0.6975,0.0095,1.1555,7.227,0,41.289,0,0.1945,0.231,0.1265,0.5925,0,1.222,0.627,20.242,1.411,15.781,0.4125,0.163,0.1335,0.1525,19.2185,0,1.49,16.7655,0.605,0.358,36.8435,1.7115,0.2925,0.036,12.705,5.194,1.3395,15.565,2.6505,,22448.914,2144.751,1059.809,1034.0315,3108.28,1390.768,2444.331,1564.746,341.014,1010.9695,275.247,892.3685,1530.0495,784.715,878.6455,1430.219,554.584,1770.715,233.6705,339.938,
J18101,魚貝類,鯊魚翅,魚翅,Shark's fin,,,185.745,185.745,60.2,43.5,0,,0.4,0,,,,,,,,,7,2,46,26,1.5,1.2,52,,0,0,,,0,0.07,0.07,0.07,0,0,0,0,0.05,0,0.009,0.68,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43865,2774,2269,1405,4590,4691,7682,3847,529,1573,1352,1432,1778,1936,1084,1924,754,4157,88,58.9,
J18201,魚貝類,魚翅唇,,,,,47.466,47.466,91.172,9.933,0.5601,0.1686,0.2957,0,,0,0,0,,0,0,0,34.73,3.749,48.695,11.173,0,0.482,14.515,0,114.1189,34.236,,,34.236,0.0946,0.256,0.082,0,0.121,0.053,0.006,0.0015,0.0442,0.047,0.028,3.246,0.223,30.105,0,0,0,0,0.285,0,0.541,0.472,20.214,0.404,6.896,0,0.518,0.439,0.336,30.013,0,0.358,29.085,0.57,0,39.18,32.969,3.805,0,0.931,0,0.366,1.109,0.704,,7177.944,558.048,252.195,266.008,870.632,685.261,1347.18,682.885,57.851,254.92,5.795,240.968,392.498,188.869,238.779,376.035,107.076,626.37,26.574,46.114,
J18301,魚貝類,鯔魚精囊,鯔(烏)魚鰾(膘),Mullet swim bladder,,,88.8234,88.8234,81.78,17.274,1.67,0.5631,2.3698,0,,,,,,,,,60.916,201.664,3.584,14.0014,1.2776,0.6521,807.0758,,5.0999,1.53,,,1.53,7.2,7.2,7.2,0,0,0,0.008,0.104,1.604,1.28,4.85,9.23,2.316,33.7196,0,0,0,0,0,0,0.7383,0,26.3898,0,6.3371,0,0.2544,0,0,13.4694,0,2.2494,9.7677,1.4523,0,52.8104,0.4765,0.1997,0.1797,4.5249,8.286,7.6713,31.4723,,,5654.9229,360.6577,236.3062,247.3789,592.9609,267.1432,664.1788,276.0647,89.9114,256.0031,89.1408,201.8345,265.9305,123.3383,141.2876,201.4751,95.9782,1545.333,0,439.109,
