整合編號,食品分類,樣品名稱,俗名,樣品英文名稱,品名描述,廢棄率(%),熱量-成分值(kcal),修正熱量-成分值(kcal),水分-成分值(g),粗蛋白-成分值(g),粗脂肪-成分值(g),飽和脂肪-成分值(g),灰分-成分值(g),總碳水化合物-成分值(g),膳食纖維-成分值(g),糖質總量-成分值(g),葡萄糖-成分值(g),果糖-成分值(g),半乳糖-成分值(g),麥芽糖-成分值(g),蔗糖-成分值(g),乳糖-成分值(g),鈉-成分值(mg),鉀-成分值(mg),鈣-成分值(mg),鎂-成分值(mg),鐵-成分值(mg),鋅-成分值(mg),磷-成分值(mg),銅-成分值(ug),維生素A總量(IU)-成分值(I.U.),視網醇當量(RE)-成分值(ug),α-胡蘿蔔素-成分值(ug),β-胡蘿蔔素-成分值(ug),視網醇-成分值(ug),α-維生素E當量(α-TE)-成分值(mg),維生素E總量-成分值(mg),α-生育醇-成分值(mg),β-生育醇-成分值(mg),γ-生育醇-成分值(mg),δ-生育醇-成分值(mg),維生素B1-成分值(mg),維生素B2-成分值(mg),菸鹼素-成分值(mg),維生素B6-成分值(mg),維生素B12-成分值(ug),葉酸-成分值(ug),維生素C-成分值(mg),脂肪酸S總量-成分值(%),酪酸(4:0)-成分值(%),己酸(6:0)-成分值(%),辛酸(8:0)-成分值(%),癸酸(10:0)-成分值(%),月桂酸(12:0)-成分值(%),十三酸(13:0)-成分值(%),肉豆蔻酸(14:0)-成分值(%),十五酸(15:0)-成分值(%),棕櫚酸(16:0)-成分值(%),十七酸(17:0)-成分值(%),硬脂酸(18:0)-成分值(%),十九酸(19:0)-成分值(%),花生酸(20:0)-成分值(%),山酸(22:0)-成分值(%),廿四酸(24:0)-成分值(%),脂肪酸M總量-成分值(%),肉豆蔻烯酸(14:1)-成分值(%),棕櫚烯酸(16:1)-成分值(%),油酸(18:1)-成分值(%),鱈烯酸(20:1)-成分值(%),芥子酸(22:1)-成分值(%),脂肪酸P總量-成分值(%),亞麻油酸(18:2)-成分值(%),次亞麻油酸(18:3)-成分值(%),十八碳四烯酸(18:4)-成分值(%),花生油酸(20:4)-成分值(%),廿碳五烯酸(20:5)-成分值(%),廿二碳五烯酸(22:5)-成分值(%),廿二碳六烯酸(22:6)-成分值(%),其他脂肪酸-成分值(%),反式脂肪-成分值(mg),水解胺基酸總量-成分值(mg),天門冬胺酸(Asp)-成分值(mg),酥胺酸(Thr)-成分值(mg),絲胺酸(Ser)-成分值(mg),麩胺酸(Glu)-成分值(mg),脯胺酸(Pro)-成分值(mg),甘胺酸(Gly)-成分值(mg),丙胺酸(Ala)-成分值(mg),胱胺酸(Cys)-成分值(mg),纈胺酸(Val)-成分值(mg),甲硫胺酸(Met)-成分值(mg),異白胺酸(Ile)-成分值(mg),白胺酸(Leu)-成分值(mg),酪胺酸(Tyr)-成分值(mg),苯丙胺酸(Phe)-成分值(mg),離胺酸(Lys)-成分值(mg),組胺酸(His)-成分值(mg),精胺酸(Arg)-成分值(mg),色胺酸(Trp)-成分值(mg),膽固醇-成分值(mg),酒精含量-成分值(g)
J13801,魚貝類,大眼金梭魚,"針梭,竹梭,巴拉庫答",Blackspot barracuda; Bigeye barracuda; Forster's sea-pike ,,35,157.128,157.128,71.7,21.8,7.1,3.0104,1.2,0,,,,,,,,,71,445,10,29,0.5,0.1,145,,89.9991,27,,,27,0.76,0.76,0.76,0,0,0,0.09,0.74,3.8,0.348,2.98,1,0,42.4,0,0,0,0,0,0,4.02,0,27.8,1.78,8.15,0,0.34,0.13,0.18,38.25,0,6.63,28,1.25,2.37,19.38,0.87,0.32,0,0,3.51,2.48,12.2,,,19565,2062,957,865,2884,826,965,1256,427,908,683,758,1581,691,809,1741,523,1341,288,34,
J13901,魚貝類,鱗網帶鰆切片,"油魚,細鱗仔,玉梭魚,白玉豚",Escolar,魚片,21.1,272.4528,272.4528,60.533,17.258,22.0356,0.5333,0.8873,0,,,,,,,,,84.3982,267.5486,5.3467,20.7802,0.7756,0.8472,161.7225,,3675.4766,1102.654,,,1102.654,4.833,4.86,4.83,0,0.03,0,0.023,0.041,12.134,0.603,2.47,2.85,0.446,2.42,0,0,0,0,0,0,0.23,0,1.18,0,0.6,0,0.41,0,0,78.66,0.05,2.31,71.96,3.93,0.41,18.92,1.1,0.33,7.9,1.61,3.1,0.77,4.11,,,15676.184,1432.324,688.795,627.161,2099.1,524.01,663.493,916.69,188.359,843.562,482.159,780.174,1229.098,574.135,654.467,1418.509,1480.222,900.24,173.686,59.14,
J14001,魚貝類,鱗網帶鰆(含皮),"油魚,細鱗仔,玉梭魚,白玉豚",Escolar,,39.9,263.4838,263.4838,62.45,18,20.69,8.6691,1.1442,0,,,,,,,,,31.39,286.39,2.16,28.86,0.37,0.46,230.2,,8357.6164,2507.31,,,2507.31,3.69,3.69,3.69,0,0,0,0.064,0.04,10,0.4713,1.28,0,0.84,41.9,0,0,0,0,0,0,0,0,3.13,0,31.04,0,7.73,0,0,47.75,0,1.95,39.78,6.02,0,10.35,5.11,0,0,0,1.56,0.75,2.93,,,11796.05,1079,507.49,433.87,1578.76,368.03,494.77,650.02,292.3,591.53,345.4,530.4,895.81,420.95,476.83,991.74,1126.43,798.51,214.21,76.16,
J14101,魚貝類,白帶魚,"白魚,裙帶,肥帶,油帶,天竺帶魚,白帶魚,黃稜油帶(澎湖) ",Silverfish; Ribbon fish; Common hairtail; Cutlassfish; Atlantic cutlassfish; Cutlass fish; Australian hairtail; Hairtail; Largehead hairtail; Largeheaded ribbonfish; Hair tail ,,40,101.732,101.732,77.6,19.6,2,0.883,1.2,0,,,,,,,,,54,291,5,16,0.2,0.4,188,,76.6659,23,,,23,0.35,0.35,0.35,0,0,0,0.02,0.07,2.5,0.033,1.33,,0.5,44.15,0,0,0,0,0,0,4.56,0,27.7,2.17,9.3,0,0.42,0,0,31.08,0,5.18,22.8,0.82,2.28,24.79,1.08,0.55,0,0,4.29,2.77,16.1,,,22589,2291,1016,934,3624,862,1178,1368,341,1016,755,982,1884,838,857,2127,505,1608,403,68.7,
J14201,魚貝類,大目鮪,"大目仔,大眼鮪,大目串,短墩,串仔(澎湖),短鮪 ",Tuna; Bigeye tunny; Big eye tunny; Big-eye tunny; Coffrey; Bigeye tuna fish; Big-eye tuna; Bigeye tuna; Bigeye; Big eye; Big eye tuna; Bigeyed tuna; Bigeye Tuna ,,62.7,103.4866,103.4866,74.51,23.94,0.14,0.021,1.5778,0,,,,,,,,,41.31,441.03,3.01,41.9,2.35,0.48,330.97,,20.3998,6.12,,,6.12,0.51,0.51,0.51,0,0,0,0.219,0.14,11.24,0.5485,6.93,2,0.74,14.9958,0,0,0,0,0,0,0.4721,0,3.7433,0,10.7804,0,0,0,0,28.3615,0,16.9859,11.3756,0,0,56.6422,1.055,0.3497,0.204,6.6739,5.0405,6.0809,37.2382,,,22229.55,2125.67,994.91,822.19,3059.71,722.23,985.25,1313.12,462.12,1156.8,669.37,1025.1,1775.45,807.94,1000.54,2018.41,1581.9,1385.92,322.92,59.68,
J14301,魚貝類,正鰹,"煙仔虎,煙仔,小串,柴魚,肥煙,鯤(臺東),煙仔魚,卓鮶/大煙(澎湖)",Skipjack; Skipjack tuna; Skipjack tuna fish; Skipper; Oceanic skipjack; Oceanic bonito; Skippy; Skiy jack; Ocean bonito; Striped bellied tunny; White bonito; Striped tuna; Victor fish; Striped bonito;,,55,149.149,149.149,70.8,23.1,5.6,1.7024,1.1,0,,,,,,,,,50,408,8,35,2.5,0.4,461,,306.6636,92,,,92,0.442,0.46,0.44,0,0.02,0,0.08,0.17,11.9,0.254,3.14,,0.4,30.4,0,0,0,0,0,0,3.36,0.58,17.8,0.79,6.24,0.38,0.81,0.22,0.22,34.35,0,5.17,22.6,3.2,3.38,35.35,1.42,0.58,0.87,2.1,5.7,3.18,21.5,,,21299,2028,956,743,3063,762,963,1306,352,1155,638,1068,1779,769,1015,1941,1170,1420,171,64.4,
J14401,魚貝類,花腹鯖,"花飛,青輝,飛威/青飛/胡麻鯖 ",Southern mackerel; Pacific mackerel; Slimy mackerel; Spotted chub mackerel; Spotted mackerel; Chub mackerel; Common mackerel; Blue mackerel; Japanese mackerel ,,51,143.545,143.545,70.5,23.9,4.6,1.7324,1.5,0,,,,,,,,,36,368,27,36,2.8,0.7,256,,109.9989,33,,,33,0.13,0.13,0.13,0,0,0,0.13,0.27,9.4,0.325,12.5,51,0,37.66,0,0,0,0,0,0,4.55,0.81,23.09,1.01,7.01,0,0.78,0,0.41,29.53,0,8.4,20.1,1.03,0,32.83,1.29,0.63,0.97,2.22,6.72,2.91,18.09,,,22594,2184,1020,842,3132,826,1006,1304,485,1143,687,1015,1791,855,1007,2008,1482,1569,238,30.8,
J14501,魚貝類,高麗馬加鰆,"破北,闊北,闊腹仔,高麗鰆,破腹 ",Compressed mackerel; Korean seerfish; Korean mackerel ,,53.2,118.6378,118.6378,75.02,19.44,3.95,1.6419,1.33,0.26,,,,,,,,,46.35,447.5,5.5,40.89,0.82,1.626,236.8,,45.2662,13.58,,,13.58,0.2523,0.3,0.25,0,0.02,0.03,0.044,0.16,2.72,0.269,1.76,10,1.71,41.5676,0,0,0,0,0,0,1.8647,0.41,30.0448,0.746,8.084,0,0.4181,0,0,43.8671,0,5.0903,36.8185,1.5763,0.382,14.5643,0.6855,0.2884,0.3188,1.2561,2.3363,1.0091,8.6701,,,20152.6,2112.43,925.29,793.54,3169.09,617.72,859.77,1224.96,484.64,997.83,607.97,952.96,1718.45,732.95,852.82,1917.21,554.72,1394.71,235.54,64.06,
J14601,魚貝類,康氏馬加鰆切片(去皮),"土魠,馬加,馬鮫,梭齒,頭魠,鰆,土托,康氏馬發,塗魠(澎湖)",Spaniard; Spanish mackerel; Seer; Snook; Striped seer; Doggie; Cybium; Barred mackerel; Barred Spanish mackerel; Commerson's mackerel; Narrowbarred mackerel; King seer; Katonkel barracuda kuda; ,切片,25.1,192.7929,192.7929,70.2295,18.6645,12.5383,3.1143,1.1277,0,,0.451,0,0,,0,0.451,0,52.3427,311.6002,7.1538,30.2394,0.2155,0.8547,199.6103,,2120.0021,636.007,,,636.007,1.5035,1.5065,1.5015,0.005,0,0,0.054,0.2539,6.3207,0.4045,1.321,8.9585,0.449,24.8385,0,0,0,0.0095,0.072,0.0235,2.113,0.4345,16.246,0.5935,4.946,0,0.1025,0.1855,0.1125,52.63,0.0125,4.277,42.7985,5.001,0.541,20.605,1.244,0.8045,0.247,2.752,3.0435,1.6785,10.8355,1.9265,,15468.6695,1579.9475,713.249,612.173,2453.9185,501.308,706.008,950.5885,208.8745,814.3255,503.529,742.1095,1284.861,607.4705,637.169,1481.872,464.083,969.1645,238.0185,62.439,
J14701,魚貝類,康氏馬加鰆切片(含皮),"土魠,馬加,馬鮫,梭齒,頭魠,鰆,土托,康氏馬發,塗魠(澎湖)",Spaniard; Spanish mackerel; Seer; Snook; Striped seer; Doggie; Cybium; Barred mackerel; Barred Spanish mackerel; Commerson's mackerel; Narrowbarred mackerel; King seer; Katonkel barracuda kuda; ,切片,5,176.3471,176.3471,67.71,19.33,10.4,5.1467,1.04,1.52,,,,,,,,,54.4,319.26,4.27,32.54,0.32,0.523,229.84,,28.633,8.59,,,8.59,1.17,1.17,1.17,0,0,0,0.036,0.06,5.58,0.3525,1.52,6,0.84,49.4879,0,0,0,0,0.0523,0,3.4529,0.789,34.4551,1.1746,9.0941,0,0.4699,0,0,34.93,0,7.4848,26.1805,0.914,0.3507,15.5813,0.9595,0.3965,0,1.6592,2.5414,1.0174,9.0073,,,19445.64,1972.08,850.42,669.06,2943.34,672.49,897.01,1179.98,417.56,1087.45,514.47,1010.19,1625.26,729.15,790.12,1857.69,703.97,1378.06,147.34,80.19,
J14801,魚貝類,臺灣馬加鰆,"白北,白腹仔",Spotted tangingi; Spotted seerfish; Spotted seer; Spotted Spanish mackerel; Indo-Pacific king mackerel; Indian Spanish mackerel; Indo-Pacific Spanish mackerel ,,22,180.062,180.062,68.5,20.2,10.4,4.6852,1.4,0,,,,,,,,,51,471,4,37,0.8,0.5,291,,179.9982,54,,,54,0.12,0.12,0.12,0,0,0,0.03,0.09,5.2,0.275,0.98,2,0.5,45.05,0,0,0,0,0,0,2.12,0.53,33.11,0.76,7.73,0,0.32,0.24,0.24,35.48,0,6.3,27.85,1.02,0.31,19.46,0.63,0.3,0.27,1.48,2.42,1.98,12.38,,,20257,2047,891,767,3003,760,767,1140,875,1010,619,910,1593,755,821,1947,654,1465,233,57.4,
J14901,魚貝類,鮪魚生魚片,,Tuna sashimi,鮪魚,,100.393,100.393,76.1,23.3,0.1,0.0314,1.4,0,,,,,,,,,27,511,4,39,0.9,0.4,229,,56.6661,17,,,17,0.17,0.17,0.17,0,0,0,0.11,0.01,13.8,0.627,2.53,0,0,31.36,0,0,0,0,0,0,3.12,0,22.6,0,5.64,0,0,0,0,20.32,0,4.17,15.01,1.14,0,48.32,1.39,0.44,0.57,5.61,6.3,5.33,28.68,,,20065,1929,913,779,2771,686,847,1170,473,980,611,890,1574,727,775,1836,1456,1343,305,31.7,
J15001,魚貝類,鯖魚(生),,Mackerel,,51,416.9758,416.9758,45.24,14.36,39.43,9.132,0.7896,0.1804,,,,,,,,,55.53,307.53,6.56,23.7,1.36,1.01,159.55,,610.3606,183.11,,,183.11,1.001,1.04,0.99,0.02,0.03,0,0.03,0.47,6.05,0.3161,3.77,7,0,23.16,0,0,0,0,0,0,9.14,0,12.54,0,1.48,0,0,0,0,45.27,0,4.17,10.73,11.51,18.86,31.57,1.45,1.89,7,1.51,7.23,1.07,11.42,,,13597.27,1334.27,618.54,534.09,1898.16,466.4,645.4,800.81,292.74,735.15,417.55,626.79,1096.33,511.33,556.77,1237.1,733.79,886.25,205.8,60.2,
J15101,魚貝類,鯖魚(炒),,Mackerel,炒,,410.1904,410.1904,44.52,16.7,37.57,8.5246,1.1255,0.0845,,,,,,,,,67.63,331.87,1.94,27.05,1.85,0.999,212.56,,527.0947,158.13,,,158.13,0.8002,1.33,0.74,0.04,0.43,0.12,0.169,0.27,7.19,0.3303,5.91,3,0,22.69,0,0,0,0,0,0,8.17,0,12.56,0,1.96,0,0,0,0,42.88,0,3.9,12.13,10.88,15.97,34.42,4.58,2.51,6.55,1.69,6.92,1.13,11.04,,,15805.85,1552.2,714.36,626.7,2209.63,579.24,823.97,944.91,343.59,838.22,484.54,721.48,1268.33,583.97,645.42,1410.59,822.86,1027.08,208.76,67.14,
J15102,魚貝類,鯖魚(炸),,Mackerel,炸,,555.2118,555.2118,28.33,17.16,53.43,11.8027,1.0092,0.0708,,,,,,,,,75.42,301.05,7.77,27.29,1.66,1.05,261.61,,341.7966,102.54,,,102.54,2.8851,7.8,2.35,0.33,3.91,1.21,0.142,0.31,6.3,0.2273,3.91,3,0,22.09,0,0,0,0,0,0,6.15,0,13.39,0,2.55,0,0,0,0,35.01,0,3,15.37,6.37,10.27,42.9,20.33,3.82,4.04,0.95,5.05,0.74,7.97,,,18580.37,1929.68,843.49,726.18,2872.4,644.9,883,1150.08,363.34,932.64,578.81,884.18,1563.91,686.29,779.16,1768.2,453.57,1260.27,260.27,50.69,
J15103,魚貝類,"鯖魚(烤,150度,10分)",,Mackerel,"烤,150度,10分",,411.6293,411.6293,45.84,16.53,37.81,8.3598,1.257,0,,,,,,,,,57.9,333.16,5.19,27.39,1.65,1.066,218.94,,547.8945,164.37,,,164.37,0.694,0.73,0.69,0,0.04,0,0.18,0.28,6.98,0.2757,12.33,3,0,22.11,0,0,0,0,0,0,7.9,0,12.24,0,1.97,0,0,0,0,44.45,0,3.96,11.8,12.1,16.59,33.42,1.67,2.09,6.99,1.84,7.86,1.28,11.69,,,16510.18,1630.1,748.06,657.44,2323.02,591.1,830.36,986.33,399.67,889.1,514.37,752.63,1328.69,613.55,672.38,1455.22,801.46,1072.18,244.52,77.01,
J15104,魚貝類,"鯖魚(烤,150度,20分)",,Mackerel,"烤,150度,20分",,395.5101,395.5101,45.73,19.05,34.83,8.1293,1.2231,0,,,,,,,,,82.11,369.93,5.19,30.93,1.97,1.255,245.53,,440.7289,132.22,,,132.22,0.645,0.69,0.64,0,0.05,0,0.25,0.47,6.95,0.3044,14.65,3,0,23.34,0,0,0,0,0,0,8.3,0,13.04,0,2,0,0,0,0,44.23,0,4.15,11.75,11.59,16.74,32.43,1.68,1.94,6.39,1.82,7.51,1.25,11.84,,,17791.84,1737.45,800.25,706.53,2490.01,669.15,962.6,1090.63,396.71,955.87,550.87,817.04,1415.75,649.13,728.94,1578.34,863.87,1141.78,236.92,71.71,
J15105,魚貝類,"鯖魚(烤,150度,30分)",,Mackerel,"烤,150度,30分",,535.9826,535.9826,32.35,19.86,50.02,11.4646,1.3776,0,,,,,,,,,78.73,359.27,15.01,30.43,1.92,1.363,265.55,,542.0946,162.63,,,162.63,1.184,1.22,1.18,0,0.04,0,0.22,0.44,7.85,0.3262,10.95,3,0,22.92,0,0,0,0,0,0,8.11,0,12.76,0,2.05,0,0,0,0,45.11,0,4.15,12.26,11.96,16.74,31.98,1.67,1.86,6.24,1.79,7.77,1.26,11.39,,,19097.32,1887.34,869.49,764.65,2705.49,700.1,985.44,1155.24,425.4,1030.07,599.39,880.85,1550.85,714.91,787.11,1681.13,871.82,1237.8,250.24,76.66,
J15106,魚貝類,"鯖魚(烤,180度,10分)",,Mackerel,"烤,180度,10分",,373.0521,373.0521,47.297,20.17,31.81,7.3608,1.3458,0,,,,,,,,,82.18,394.53,7.54,32.25,2.58,1.083,278.94,,380.1629,114.05,,,114.05,0.402,0.42,0.4,0,0.02,0,0.3,0.45,7.93,0.3232,10.92,3,0,23.14,0,0,0,0,0,0,8.4,0,12.83,0,1.91,0,0,0,0,45.89,0,4.09,10.73,12.64,18.43,30.97,1.68,2.01,6.27,1.74,7.06,1.13,11.08,,,19006.18,1870.35,859.36,767.73,2661.08,716.14,1024.1,1163.75,476.33,1012.47,587.87,864.72,1533.91,704.25,786.39,1653.46,892.85,1196.96,234.46,80.44,
J15107,魚貝類,"鯖魚(烤,210度,10分)",,Mackerel,"烤,210度,10分",,472.4603,472.4603,38.97,19.01,43.38,10.0208,1.3229,0,,,,,,,,,74.18,357.74,6.61,30.53,1.73,0.76,255.76,,565.761,169.73,,,169.73,1.132,1.15,1.13,0,0.02,0,0.22,0.36,8.24,0.3768,13.88,5,0,23.1,0,0,0,0,0,0,7.87,0,13.01,0,2.22,0,0,0,0,45.08,0,4.35,12.63,11.67,16.43,31.82,1.67,1.94,6.24,1.8,7.62,1.19,11.36,,,18634.29,1835.59,847.66,750.23,2619.63,672.34,949.87,1118.12,438.53,1007.27,569.11,859.56,1508.11,694.54,769.05,1629.35,898.27,1208.42,258.64,64.13,
J15108,魚貝類,鯖魚(煮),,Mackerel,煮,,374.813,374.813,49.33,14.9,34.5,8.5008,0.8319,0.4381,,,,,,,,,51.23,211.49,6.1,20.05,1.75,0.989,174.62,,417.6625,125.3,,,125.3,0.9842,1.04,0.98,0,0.04,0.02,0.18,0.32,4.98,0.3072,4.27,6,0,24.64,0,0,0,0,0,0,8.8,0,13.85,0,1.99,0,0,0,0,42.75,0,4.23,13.24,10,15.28,32.6,1.67,1.8,6.39,1.6,7.84,1.22,12.08,,,14342.92,1428.9,657.51,579.99,2025.24,523.05,721.76,859.34,316.67,769.52,441.75,664.92,1170.68,542.6,597.57,1293.87,625.49,937.2,186.86,72.22,
J15109,魚貝類,鯖魚(煎),,Mackerel,煎,,403.3312,403.3312,42.92,20.01,35.94,8.622,1.1722,0,,,,,,,,,86.19,424.29,17.25,35.66,2.1,1.56,263.18,,357.9298,107.38,,,107.38,0.5296,0.67,0.52,0,0.09,0.06,0.302,0.44,8.18,0.3179,9.48,5,0,23.99,0,0,0,0,0,0,8.72,0,13.47,0,1.8,0,0,0,0,43.33,0,3.97,12.04,11.17,16.15,32.68,2.63,1.84,6.29,1.45,7.18,1.09,12.2,,,19067.63,1919.23,882.18,771.68,2722.12,712.57,983.82,1157.99,398.63,1035.48,443.72,883.62,1554.48,714.94,787.34,1729.24,959.44,1235.51,175.64,64.45,
J15110,魚貝類,鯖魚(蒸),,Mackerel,蒸,,391.7428,391.7428,47.11,14.64,36.5,8.7819,1.0291,0.7209,,,,,,,,,52.36,234.77,4.62,21.96,1.53,0.903,210.99,,472.3953,141.72,,,141.72,0.722,0.74,0.72,0,0.02,0,0.195,0.34,5.7,0.2353,6.86,6,0,24.06,0,0,0,0,0,0,9.09,0,13.12,0,1.85,0,0,0,0,43.83,0,4.21,11.32,11.58,16.72,32.11,1.67,1.85,6.68,1.69,7.41,1.19,11.62,,,15580.25,1559.52,716.15,630.26,2210.52,587.33,833.25,944.62,321.97,837.16,397.15,719.53,1268.4,580.5,646.11,1410.07,760.74,1016.69,140.28,75.52,
J15111,魚貝類,鯖魚(醃製),鹹鯖魚,Mackerel,醃製,38,280.8,280.8,56.8,14.9,24,5.5776,3,1.3,,,,,,,,,889,238,32,30,1.4,0.7,485,,113.3322,34,,,34,0.471,0.48,0.47,0,0.01,0,0.08,0.59,4.4,0.313,1.78,,,23.24,0,0,0,0,0.03,0,6.44,0.5,13,0.32,2.54,0.23,0.18,0,0,46.33,0,4.13,16.4,10.6,15.2,31.27,1.67,1.49,4.51,1.66,7.38,1.66,12.9,,,15931,1581,712,606,2315,566,735,927,256,895,514,775,1326,617,674,1461,660,1102,209,69,
J15201,魚貝類,旗魚切片,"翹翅仔,白肉旗魚,闊胸仔,立翅旗魚,白皮丁挽,白皮旗魚",Short nosed sword fish; Pacific black marlin; Silver marlin; Silver marlin fish; Short-nosed swordfish; Black marlin fish; Black marlin; Giant black marlin; Marlin ,切片,,110.9004,110.9004,71.811,25.972,0,0,1.3929,0.8241,,,,,,,,,36.4887,333.4386,7.9528,31.9005,1.0944,0.7412,232.9867,,4.1966,1.259,,,1.259,0.63,0.63,0.63,0,0,0,0.053,0.031,14.717,0.6545,0.24,12.1,0.398,36.45,0,0,0,0,0.19,0,1.01,0.57,23.98,0.81,9.89,0,0,0,0,16.68,0,1.52,14.77,0.39,0,46.87,1.59,0,0,8.66,3.29,1.01,32.32,,,20462.811,1978.587,940.725,856.525,3051.14,758.716,1082.596,1276.529,176.535,1102.027,631.722,1065.663,1684.357,769.073,763.156,1827.317,897.676,1300.703,299.764,35.88,
J15202,魚貝類,旗魚腹肉,"翹翅仔,白肉旗魚,闊胸仔,立翅旗魚,白皮丁挽,白皮旗魚",Short nosed sword fish; Pacific black marlin; Silver marlin; Silver marlin fish; Short-nosed swordfish; Black marlin fish; Black marlin; Giant black marlin; Marlin ,肚肉,5.7,104.677,104.677,76.988,22.197,1.0971,0.4468,1.1207,0,,0,0,0,,0,0,0,130.653,262.061,7.76,28.525,0.287,0.773,192.398,,45.6062,13.682,,,13.682,1.078,1.078,1.078,0,0,0,0.06,0.0505,7.3689,0.552,0.523,51.007,0.397,40.728,0,0,0,0,0,0,1.596,0.397,25.522,0,13.213,0,0,0,0,20.574,0,2.533,18.041,0,0,37.187,2.57,0,0,3.955,2.001,1.159,27.502,1.511,,23990.484,2359.654,1132.906,977.086,3684.954,852.605,1094.453,1484.547,199.193,1259.637,705.308,1150.683,2034.424,886.784,976.126,2249.321,1298.078,1507.96,136.765,59.473,
J15301,魚貝類,刺鯧(去皮),"肉魚,肉鯽仔,土肉,肉鯽,瓜仔鯧,刺鯧",Japanese butterfish; Melon seed ,,54.4,94.5503,94.5503,78.168,18.837,1.565,0.6205,1.328,0.102,,,,,,,,,161.7892,331.2758,16.6422,39.1442,0.1948,0.9126,189.9982,,20.4498,6.135,,,6.135,0.193,0.193,0.193,0,0,0,0.046,0.072,3.003,0.255,1.5,9.15,0.604,39.65,0,0,0,0,0,0,5.07,2.34,24.67,1.86,5.18,0,0.53,0,0,26.07,0,3.48,21.27,1.32,0,34.29,1.25,1.32,0.77,6.74,5.45,1.87,16.89,,,17237.686,1869.825,821.49,754.181,2794.519,531.862,769.623,997.037,181.588,874.74,539.822,919.634,1450.365,664.475,685.381,1646.567,444.252,1063.522,228.803,60.42,
J15401,魚貝類,刺鯧(含皮),"肉魚,肉鯽仔,土肉,肉鯽,瓜仔鯧,刺鯧",Japanese butterfish; Melon seed ,,49,154.5256,154.5256,72.515,17.779,8.715,3.5537,1.235,0,,,,,,,,,178.6,234.49,12.665,108.905,0.51,0.3785,84.635,,211.6146,63.485,,,63.485,1.1655,1.17,1.165,0,0.005,0,0.009,0.11,3.57,0.1401,2.285,4,0.68,40.7773,0,0,0,0,0,0,4.229,1.1319,28.2165,3.335,3.4129,0,0.452,0,0,41.9821,0,3.8615,33.208,2.5077,2.4049,15.6455,0.5763,0.357,0.2605,1.1838,3.3037,1.4181,8.5461,,,17664.61,1804.76,787.85,686.105,2759.85,607.445,818.755,1063.7,345.49,896.51,573.155,859.9,1502.805,652.1,719.725,1663.305,437.325,1251.48,234.35,67.66,
J15501,魚貝類,星斑真鯧,"(市售稱""花鯧"")",Starry butterfish ,,35.7,213.6229,213.6229,68.987,15.55,16.322,4.4445,1.0005,0,,0.02,0.02,0,,0,0,0,60.008,325.143,8.319,28.537,0.376,0.87,174.278,,198.6047,59.582,,,59.582,0.877,0.886,0.876,0,0.01,0,0.235,0.4087,1.8331,0.108,4.512,14.279,1.1,27.23,0,0,0,0.04,0.51,0.06,6.55,0.44,14.96,0.33,3.83,0,0.47,0,0.04,44.74,0.13,4.53,29.59,4.95,5.54,21.17,1.81,1.03,0,0.71,6.3,1.17,10.15,6.85,,13017.589,1356.77,614.02,531.056,2069.23,444.494,589.529,775.305,139.288,673.196,424.259,637.595,1134.316,491.79,523.929,1317.394,307.363,853.757,134.298,57.936,
J156,魚貝類,銀鯧平均值(去皮),"白(正/暗)鯧,白鯧魚,鯧仔魚,黑鰭,車片魚",Harvest fish; Silver pomfret; White pomfret,,53.1,114.9871,114.9871,76.4134,17.7126,4.363,46.8593,1.3119,0.1991,,,,,,,,,248.4389,302.1826,11.4175,29.911,0.9433,0.5549,190.156,,222.3764,66.7136,0,0,66.7136,0.4281,0.438,0.427,0,0.011,0,0.0774,0.0358,3.0668,0.163,0.854,14.686,1.2308,46.8593,0,0,0,0,0.0305,0.0128,5.95,0.5694,30.3911,0.8357,7.8224,0.2024,0.7177,0.2999,0.0275,36.9161,0.0098,5.3529,27.7259,2.4143,1.4132,16.1693,1.4638,0.4035,0.1828,1.7536,2.6713,2.2982,7.3961,,,17344.6669,1775.9259,811.0497,747.4457,2886.8297,574.8541,826.9348,1080.3877,152.5111,895.3759,553.6547,855.524,1498.0079,683.7573,701.8539,1490.5557,437.7741,1098.5721,273.6525,58.4792,
J15601,魚貝類,銀鯧(2月),"白鯧,正鯧,銀鯧,支子",Silver pomfret; White pomfret,02月,41,122.5975,122.5975,76.76,17.862,5.136,1.487,1.2067,0,,,,,,,,,92.621,348.356,12.164,31.85,2.7683,1.0494,201.705,,169.565,50.87,0,0,50.87,0.351,0.36,0.35,0,0.01,0,0.065,0.039,3.48,0.1443,0.89,10.2,1.443,28.9531,0,0,0,0,0,0,4.1549,0.1811,20.5367,0.2049,3.753,0,0.1225,0,0,52.9493,0,7.8473,42.5833,2.0742,0.4445,18.0969,5.0814,0.7395,0.2296,1.1368,2.5148,2.1187,6.2761,,,15830.3283,1487.2518,751.4016,681.8491,2639.5197,546.0371,788.1903,1026.1297,123.6174,832.7812,498.7812,793.2203,1375.0267,621.245,638.9975,1382.1512,379.8674,1005.5335,258.7276,55.924,
